otu	statistic	p.value	parameter	method	WM	C	WMR	p.value.adj
Lachnospiraceae (OTU 127)	4.531818181818159	0.10373568649228088	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Blautia (OTU 132)	4.434782608695633	0.10889280681490633	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Dorea (OTU 134)	4.910292728989648	0.08585062903760218	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Erysipelotrichaceae (OTU 142)	4.743986254295545	0.09329459286012315	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.339173611074466
Clostridium (OTU 145)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Ruminococcaceae (OTU 147)	4.434782608695633	0.10889280681490633	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Lachnospiraceae (OTU 152)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Coriobacteriaceae (OTU 158)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Enterococcus (OTU 187)	4.738043478260828	0.09357221955948877	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Bacillus (OTU 218)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Parabacteroides (OTU 245)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Parabacteroides (OTU 275)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Clostridium (OTU 405)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Clostridium (OTU 536)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Prevotella (OTU 608)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Bacteria (OTU 708)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Ruminococcaceae (OTU 710)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Ruminococcaceae (OTU 747)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Ruminococcus (OTU 1022)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Lachnospiraceae (OTU 2002)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Lactobacillales (OTU 3134)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Enterobacteriaceae (OTU 3999)	4.000000000000046	0.13533528323660957	2	Kruskal-Wallis rank sum test	0	0	0	0.339173611074466
Lachnospiraceae (OTU 29)	3.8584905660377418	0.14525778564224268	2	Kruskal-Wallis rank sum test	0	0	0	0.3596015912850642
Clostridiales (OTU 91)	3.7815165876777295	0.15095729543739372	2	Kruskal-Wallis rank sum test	0	0	0	0.36920880691314373
Ruminococcaceae (OTU 54)	3.5471698113207597	0.16972345434421407	2	Kruskal-Wallis rank sum test	0	0	0	0.41016501466518396
Lachnospiraceae (OTU 16)	3.4425657120439577	0.17883657910865683	2	Kruskal-Wallis rank sum test	0.004	0.0045000000000000005	0.001	0.4271038301065569
Lachnospiraceae (OTU 70)	3.2392452830188905	0.19797339193008717	2	Kruskal-Wallis rank sum test	0	0	0	0.46730928560241514
Lachnospiraceae (OTU 150)	3.0244479495268317	0.22041922565605296	2	Kruskal-Wallis rank sum test	0	0	0	0.5143115265307903
Porphyromonadaceae (OTU 7)	2.4474894415767072	0.29412667979568957	2	Kruskal-Wallis rank sum test	0	0	0.058	0.575040350599395
Porphyromonadaceae (OTU 8)	2.256944444444508	0.3235271566417097	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Lachnospiraceae (OTU 17)	2.433036797412052	0.29625983205683204	2	Kruskal-Wallis rank sum test	0.0035	0	0.002	0.575040350599395
Porphyromonadaceae (OTU 21)	2.2608695652174555	0.3228928377083392	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Oscillibacter (OTU 45)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Ruminococcaceae (OTU 59)	2.5732514177693675	0.2762011957061568	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Lachnospiraceae (OTU 68)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Lachnospiraceae (OTU 86)	2.5345941686367297	0.2815917127409216	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Lachnospiraceae (OTU 90)	2.1521739130434536	0.34092698102428265	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Ruminococcaceae (OTU 101)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Lachnospiraceae (OTU 103)	2.2333333333333583	0.3273692086197235	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Firmicutes (OTU 129)	2.2608695652174555	0.3228928377083392	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Lachnospiraceae (OTU 131)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Clostridiales (OTU 137)	2.2608695652174555	0.3228928377083392	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Lachnospiraceae (OTU 148)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Enterobacteriaceae (OTU 176)	2.256944444444508	0.3235271566417097	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Lachnospiraceae (OTU 211)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Lachnospiraceae (OTU 225)	2.2608695652174555	0.3228928377083392	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Bacteroides (OTU 256)	2.2608695652174555	0.3228928377083392	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Alistipes (OTU 277)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Bacteroides (OTU 282)	2.1521739130434536	0.34092698102428265	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Lactobacillus (OTU 294)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Akkermansia (OTU 306)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Bacteria (OTU 310)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Bradyrhizobium (OTU 315)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Phenylobacterium (OTU 332)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Burkholderia (OTU 403)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Pseudomonas (OTU 413)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Chitinophagaceae (OTU 523)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Methylobacterium (OTU 901)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Akkermansia (OTU 927)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Lachnospiraceae (OTU 1163)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Phyllobacterium (OTU 1234)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Bacteria (OTU 1373)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Ruminococcaceae (OTU 5471)	2.12499999999999	0.3455907525769763	2	Kruskal-Wallis rank sum test	0	0	0	0.575040350599395
Porphyromonadaceae (OTU 6)	1.6249211356467157	0.4437648083483906	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Porphyromonadaceae (OTU 10)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Porphyromonadaceae (OTU 14)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Ruminococcaceae (OTU 27)	1.7333333333333987	0.4203503845086682	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Clostridiales (OTU 35)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Bacteroidales (OTU 38)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 41)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Bacteria (OTU 43)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 46)	1.6086956521738933	0.44737960074270816	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Acetatifactor (OTU 55)	1.5500000000000347	0.46070378099895787	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 58)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Ruminococcaceae (OTU 60)	1.6466758053461221	0.43896398733688546	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 64)	1.490277777777788	0.4746683691991035	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 71)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 73)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 76)	1.5500000000000347	0.46070378099895787	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 77)	1.1612476370510076	0.5595492005113888	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Acetatifactor (OTU 79)	1.7333333333333987	0.4203503845086682	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 84)	1.7333333333333987	0.4203503845086682	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Ruminococcaceae (OTU 106)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Enterorhabdus (OTU 109)	1.678571428571423	0.4320189982451348	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 133)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Acetatifactor (OTU 138)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 140)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 149)	1.5757575757576205	0.4548085181321837	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 151)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Ruminococcaceae (OTU 153)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Staphylococcus (OTU 156)	1.6086956521738933	0.44737960074270816	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 157)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Streptococcus (OTU 166)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 181)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Veillonella (OTU 192)	1.5500000000000347	0.46070378099895787	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Clostridiales (OTU 197)	1.6086956521738933	0.44737960074270816	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Actinobacillus (OTU 202)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Corynebacterium (OTU 213)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 227)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Streptococcus (OTU 230)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Pasteurellaceae (OTU 233)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Anaerotruncus (OTU 234)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Streptococcus (OTU 257)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Lachnospiraceae (OTU 266)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Clostridium (OTU 268)	1.7333333333333987	0.4203503845086682	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Aerococcus (OTU 281)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Alistipes (OTU 289)	1.7333333333333987	0.4203503845086682	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Roseburia (OTU 319)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Dialister (OTU 320)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Streptococcus (OTU 327)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Blautia (OTU 336)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Escherichia/Shigella (OTU 342)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Fusobacterium (OTU 350)	1.6086956521738933	0.44737960074270816	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Parasutterella (OTU 356)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Bacteroides (OTU 400)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Enterobacteriaceae (OTU 408)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Megasphaera (OTU 636)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Streptococcus (OTU 647)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Streptococcus (OTU 662)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Bacteroidetes (OTU 672)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Aestuariispira (OTU 749)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Porphyromonadaceae (OTU 825)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Ruminococcus (OTU 1000)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Prevotella (OTU 1110)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Prevotella (OTU 1119)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Ruminococcaceae (OTU 2720)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Porphyromonadaceae (OTU 2752)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Alloprevotella (OTU 2755)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Akkermansia (OTU 3232)	1.0833333333334563	0.5817778142097725	2	Kruskal-Wallis rank sum test	0	0	0	0.6281962568328926
Blautia (OTU 19)	0.9620024125452755	0.6181641720279498	2	Kruskal-Wallis rank sum test	0	0	0	0.6639541106966869
Acetatifactor (OTU 78)	0.9239130434782479	0.630049732813059	2	Kruskal-Wallis rank sum test	0	0	0	0.6731583987423735
Ruminococcaceae (OTU 50)	0.7369216241737517	0.6917983191993609	2	Kruskal-Wallis rank sum test	0	0	0	0.7352620879448705
Porphyromonadaceae (OTU 15)	0.6304347826087106	0.7296302417570646	2	Kruskal-Wallis rank sum test	0	0	0	0.748055247862041
Ruminococcaceae (OTU 118)	0.6770833333333589	0.7128090783918459	2	Kruskal-Wallis rank sum test	0	0	0	0.748055247862041
Lachnospiraceae (OTU 125)	0.6304347826087106	0.7296302417570646	2	Kruskal-Wallis rank sum test	0	0	0	0.748055247862041
Lachnospiraceae (OTU 160)	0.6304347826087106	0.7296302417570646	2	Kruskal-Wallis rank sum test	0	0	0	0.748055247862041
Clostridium (OTU 172)	0.6304347826087106	0.7296302417570646	2	Kruskal-Wallis rank sum test	0	0	0	0.748055247862041
Bacteroides (OTU 237)	0.6770833333333589	0.7128090783918459	2	Kruskal-Wallis rank sum test	0	0	0	0.748055247862041
Phascolarctobacterium (OTU 331)	0.6304347826087106	0.7296302417570646	2	Kruskal-Wallis rank sum test	0	0	0	0.748055247862041
Oscillibacter (OTU 57)	0.5902777777778477	0.7444281874816782	2	Kruskal-Wallis rank sum test	0	0	0	0.7593915681345763
Akkermansia (OTU 3)	0.4657946114798852	0.7922349273266117	2	Kruskal-Wallis rank sum test	0.03	0.1265	0.061	0.8041184512365108
Lachnospiraceae (OTU 104)	0.4166666666666702	0.8119363461506336	2	Kruskal-Wallis rank sum test	0	0	0	0.8159558330127654
Faecalibacterium (OTU 262)	0.425000000000011	0.8085603163214481	2	Kruskal-Wallis rank sum test	0	0	0	0.8159558330127654
Bacteroides (OTU 178)	0.10802644003776396	0.9474195815142514	2	Kruskal-Wallis rank sum test	0	0	0	0.9474195815142514
Alistipes (OTU 18)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 25)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 34)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 40)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 48)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium_sensu (OTU 53)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
