otu	statistic	p.value	parameter	method	WM	C	WMR	WMC	p.value.adj
Clostridiales (OTU 107)	11.23093220338983	0.010540484965286957	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.08888220292884931
Clostridium (OTU 22)	11.13334718758659	0.011026242903463964	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.08969997605250414
Lachnospiraceae (OTU 26)	10.825823451910406	0.012705979949753162	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.10064473591778163
Porphyromonadaceae (OTU 15)	10.589921465968606	0.014163151925174913	3	Kruskal-Wallis rank sum test	0	0.035500000000000004	0	0.001	0.10931048024301664
Lactobacillus (OTU 13)	10.04855876960684	0.01815784602755368	3	Kruskal-Wallis rank sum test	0.0085	0.009000000000000001	0.003	0	0.13663779135734144
Akkermansia (OTU 3)	9.937526393581088	0.01910471741427273	3	Kruskal-Wallis rank sum test	0	0.0035	0.1075	0.038	0.14025658394380713
Lachnospiraceae (OTU 4)	9.689529303655306	0.02139826283462892	3	Kruskal-Wallis rank sum test	0	0.0105	0.01	0.001	0.15335421698150725
Lachnospiraceae (OTU 32)	9.047385620915053	0.028667458141953206	3	Kruskal-Wallis rank sum test	0	0.001	0.0015	0	0.17976885209849822
Oscillibacter (OTU 57)	9.06711822660095	0.028411695674940438	3	Kruskal-Wallis rank sum test	0	0	0	0	0.17976885209849822
Anaeroplasma (OTU 89)	9.053738317756974	0.028584873070461612	3	Kruskal-Wallis rank sum test	0	0	0	0	0.17976885209849822
Clostridiales (OTU 91)	9.288941736028512	0.02568598396556833	3	Kruskal-Wallis rank sum test	0	0	0	0	0.17976885209849822
Porphyromonadaceae (OTU 175)	9.06711822660095	0.028411695674940438	3	Kruskal-Wallis rank sum test	0	0	0	0	0.17976885209849822
Enterococcus (OTU 187)	9.219827586206899	0.026506530849574467	3	Kruskal-Wallis rank sum test	0	0	0	0	0.17976885209849822
Blautia (OTU 19)	8.890855457227127	0.030777776617278183	3	Kruskal-Wallis rank sum test	0	0	0	0.011	0.18906348493470884
Lachnospiraceae (OTU 90)	8.698471121177835	0.03358049653794416	3	Kruskal-Wallis rank sum test	0	5e-4	0	0	0.1981907736847293
Bacteria (OTU 108)	8.704765062523654	0.03348497516817163	3	Kruskal-Wallis rank sum test	0	5e-4	0	0	0.1981907736847293
Firmicutes (OTU 96)	8.028628117913843	0.04542373919193929	3	Kruskal-Wallis rank sum test	0	5e-4	0	0	0.2629335672456486
Lachnospiraceae (OTU 30)	7.950259311645431	0.04705095929960605	3	Kruskal-Wallis rank sum test	0	0.0015	5e-4	0	0.2672139386638004
Olsenella (OTU 114)	7.899657246782295	0.04813165257231957	3	Kruskal-Wallis rank sum test	0.003	0	0	0.001	0.26828939674570723
Erysipelotrichaceae (OTU 39)	7.314288742845011	0.06252716346054452	3	Kruskal-Wallis rank sum test	0.002	0.001	0.0055	0	0.3421941127567982
Turicibacter (OTU 5)	7.131152521774339	0.06783292419447731	3	Kruskal-Wallis rank sum test	0.0205	0.0475	0.009000000000000001	0	0.36078217864666506
Lachnospiraceae (OTU 71)	6.999405822935234	0.0719167133514947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.36078217864666506
Clostridiales (OTU 97)	7.037037037037036	0.07072659854058733	3	Kruskal-Wallis rank sum test	0	0	0	0	0.36078217864666506
Clostridiales (OTU 136)	6.999405822935234	0.0719167133514947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.36078217864666506
Bacteria (OTU 215)	6.999405822935234	0.0719167133514947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.36078217864666506
Lachnospiraceae (OTU 74)	6.881944444444427	0.07575732766492561	3	Kruskal-Wallis rank sum test	0	5e-4	0	0	0.3738189447072559
Ruminococcaceae (OTU 27)	6.7664543524415945	0.07972618908210445	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3863305898522884
Ruminococcaceae (OTU 37)	6.734482758620723	0.08085989089931618	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3863305898522884
Lachnospiraceae (OTU 84)	6.65008503401358	0.08392777445696159	3	Kruskal-Wallis rank sum test	0	0	0	0	0.39472281424289746
Butyricicoccus (OTU 56)	6.565824468085102	0.08710238523893947	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.40335104549108897
Lachnospiraceae (OTU 102)	6.38888888888889	0.09414896749519401	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4293763517583848
Coriobacteriaceae (OTU 182)	5.948275862068964	0.11415401414180974	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5128411680102198
Lachnospiraceae (OTU 66)	5.6995742806811505	0.12717736325103188	3	Kruskal-Wallis rank sum test	0	5e-4	0	0	0.5629468579200088
Lachnospiraceae (OTU 62)	5.250471105527645	0.15434872565050173	3	Kruskal-Wallis rank sum test	0	5e-4	0	0	0.6263789453356043
Lachnospiraceae (OTU 63)	5.0775862068965525	0.1662032638636908	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6263789453356043
Lachnospiraceae (OTU 72)	5.099889217134438	0.16462719747337756	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6263789453356043
Lachnospiraceae (OTU 83)	5.0775862068965525	0.1662032638636908	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6263789453356043
Enterorhabdus (OTU 109)	5.300476190476189	0.15107149480492257	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.6263789453356043
Ruminococcaceae (OTU 118)	5.089285714285715	0.16537474466108146	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6263789453356043
Firmicutes (OTU 129)	5.089285714285715	0.16537474466108146	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6263789453356043
Clostridiales (OTU 154)	5.089285714285715	0.16537474466108146	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6263789453356043
Porphyromonadaceae (OTU 190)	5.0775862068965525	0.1662032638636908	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6263789453356043
Clostridiales (OTU 224)	5.073698315467075	0.16647945390979516	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6263789453356043
Bacteria (OTU 232)	5.089285714285715	0.16537474466108146	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6263789453356043
Bacteria (OTU 283)	5.089285714285715	0.16537474466108146	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6263789453356043
Lachnospiraceae (OTU 70)	4.883065785332093	0.18056264174542655	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6627970142118706
Clostridiales (OTU 130)	4.891101278269373	0.17994713768009893	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6627970142118706
Lachnospiraceae (OTU 11)	4.221712416214515	0.2384970311770665	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.7180417271111625
Peptostreptococcaceae (OTU 12)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 17)	2.3624864572047604	0.5006559549750952	3	Kruskal-Wallis rank sum test	0.006500000000000001	0.001	0.0015	0	0.7180417271111625
Lachnospiraceae (OTU 29)	3.272222222222223	0.3515275440560717	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 33)	3.275862068965517	0.3510163496465977	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 41)	4.096970554926419	0.2511816529009378	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 42)	3.0737522281639924	0.3803932249463914	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 46)	3.0297882816346493	0.38705517294489306	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 49)	4.20191322172874	0.2404704052449253	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Ruminococcaceae (OTU 50)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Clostridium (OTU 51)	3.629622641509404	0.3043355222271925	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Ruminococcaceae (OTU 52)	2.0787228541882214	0.556229253658059	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Ruminococcaceae (OTU 59)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Ruminococcaceae (OTU 60)	2.417980295566491	0.4902963728745564	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Ruminococcaceae (OTU 61)	2.8596256684491723	0.41377829259065624	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Porphyromonadaceae (OTU 67)	3.142814726840843	0.3701257667979778	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 68)	3.031937017231162	0.386727279514722	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Pseudoflavonifractor (OTU 69)	2.3049387442573095	0.5115754350102822	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 75)	4.221712416214515	0.2384970311770665	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.7180417271111625
Lachnospiraceae (OTU 76)	3.1868365180467135	0.36370596133848426	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 77)	2.8749999999999747	0.4113019258065846	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Acetatifactor (OTU 78)	2.350862068965549	0.502847168097545	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 81)	4.055555555555556	0.2555272857957139	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 82)	1.5833333333333552	0.6631747512853877	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 85)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 86)	4.023148148148131	0.2589753726325558	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 88)	2.1369047619047405	0.5444828335710657	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Ruminococcaceae (OTU 92)	3.275862068965517	0.3510163496465977	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 94)	3.275862068965517	0.3510163496465977	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 95)	2.875	0.41130192580658054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 104)	2.9325208085612515	0.4021465798359523	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Ruminococcaceae (OTU 106)	3.275862068965517	0.3510163496465977	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 110)	4.4982048374905235	0.21245046766128103	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 111)	3.272222222222223	0.3515275440560717	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 113)	1.5929255319148923	0.6609949697136206	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Clostridiales (OTU 115)	2.9494047619047645	0.3994919297587304	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 116)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 117)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Oscillibacter (OTU 119)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 120)	2.9307783719548572	0.40242138409845624	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Porphyromonadaceae (OTU 122)	3.004750593824216	0.39089330792252547	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 124)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 125)	3.272222222222223	0.3515275440560717	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 133)	2.7783719548425285	0.427072664829356	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Dorea (OTU 134)	2.875	0.41130192580658054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 135)	1.8879310344827431	0.5959895536611461	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Clostridiales (OTU 137)	3.272222222222223	0.3515275440560717	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Acetatifactor (OTU 138)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Alistipes (OTU 139)	3.142814726840843	0.3701257667979778	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 140)	2.417980295566491	0.4902963728745564	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Clostridiales (OTU 141)	2.913096996553445	0.405218890955916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Erysipelotrichaceae (OTU 142)	3.5301724137930934	0.316869892725846	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Ruminococcaceae (OTU 143)	3.275862068965517	0.3510163496465977	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 146)	1.8046516079632378	0.6139232172511375	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 149)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Ruminococcaceae (OTU 153)	1.5833333333333552	0.6631747512853877	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Firmicutes (OTU 155)	3.275862068965517	0.3510163496465977	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Staphylococcus (OTU 156)	2.875	0.41130192580658054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 160)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 161)	3.275862068965517	0.3510163496465977	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 163)	1.5833333333333552	0.6631747512853877	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Acetatifactor (OTU 165)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 167)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Bacteria (OTU 168)	3.275862068965517	0.3510163496465977	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Clostridiales (OTU 170)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Clostridiales (OTU 171)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Clostridiales (OTU 173)	3.272222222222223	0.3515275440560717	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 174)	3.275862068965517	0.3510163496465977	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Enterobacteriaceae (OTU 176)	3.2440476190476195	0.35550640210904333	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 183)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 185)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Clostridium (OTU 186)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 189)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Prevotella (OTU 191)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Veillonella (OTU 192)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 193)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Porphyromonadaceae (OTU 194)	1.860119047619048	0.601940543071679	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Clostridiales (OTU 195)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 196)	3.272222222222223	0.3515275440560717	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Firmicutes (OTU 198)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Clostridiales (OTU 199)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Akkermansia (OTU 200)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 203)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Coriobacteriaceae (OTU 204)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Clostridiales (OTU 208)	3.272222222222223	0.3515275440560717	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Bacteria (OTU 209)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Porphyromonadaceae (OTU 212)	3.275862068965517	0.3510163496465977	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Ruminococcaceae (OTU 216)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Ruminococcaceae (OTU 217)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Bacteria (OTU 223)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Clostridiales (OTU 226)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Dorea (OTU 229)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Parabacteroides (OTU 245)	2.875	0.41130192580658054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Porphyromonadaceae (OTU 246)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 249)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Porphyromonadaceae (OTU 253)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Bacteroides (OTU 256)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Streptococcus (OTU 257)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 259)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Bacteroides (OTU 261)	3.275862068965517	0.3510163496465977	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Faecalibacterium (OTU 262)	2.875	0.41130192580658054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Acidaminococcus (OTU 267)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 272)	2.099999999999909	0.5519127633397297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Parabacteroides (OTU 275)	3.2147779479326632	0.35968117367062213	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 276)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Alistipes (OTU 277)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Porphyromonadaceae (OTU 278)	3.272222222222223	0.3515275440560717	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Aerococcus (OTU 281)	2.875	0.41130192580658054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Bacteroides (OTU 282)	3.5522525849335187	0.3140481023009814	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Porphyromonadaceae (OTU 285)	3.275862068965517	0.3510163496465977	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 287)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Porphyromonadaceae (OTU 290)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Bacteria (OTU 291)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lactobacillus (OTU 294)	3.234111791730475	0.3569188350096966	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Lachnospiraceae (OTU 295)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
Bacteroides (OTU 296)	1.5833333333333333	0.6631747512853927	3	Kruskal-Wallis rank sum test	0	0	0	0	0.7180417271111625
